OrderID,OrderDate,ShipDate,CustomerName,Segment,Region,Category,Product,Quantity,Discount,Sales,Profit,ShipMode,ShippingDays,OrderMonth,ProfitMargin
ORD-12173,2025-11-25,2025-11-27,Vihaan Verma,Small Business,West,Clothing,T-Shirt,1,0.0,3465.0,866.25,Standard,2,2025-11,0.25
ORD-12174,2025-05-24,2025-05-28,Sneha Mehta,Corporate,North,Clothing,Formal Shirt,2,0.05,6072.4,1396.65,Standard,4,2025-05,0.23
ORD-12175,2025-09-01,2025-09-02,Rahul Chatterjee,Consumer,South,Electronics,Tablet,2,0.0,5492.0,659.04,Standard,1,2025-09,0.12
ORD-12176,2025-08-12,2025-08-18,Om Nair,Corporate,East,Groceries,Snacks Combo,1,0.0,759.0,60.72,Standard,6,2025-08,0.08
ORD-12177,2024-01-28,2024-01-31,Diya Gupta,Corporate,North,Beauty,Perfume,4,0.1,8276.4,1489.75,Express,3,2024-01,0.18
ORD-12178,2024-01-02,2024-01-09,Meera Reddy,Corporate,South,Groceries,Cooking Oil,4,0.05,2671.4,160.28,Express,7,2024-01,0.06
ORD-12179,2024-02-06,2024-02-10,Tanvi Mehta,Consumer,West,Groceries,Beverages,5,0.0,7325.0,586.0,Same Day,4,2024-02,0.08
ORD-12180,2024-04-14,2024-04-19,Kavya Singh,Consumer,North,Furniture,Bookshelf,3,0.05,16219.35,2595.1,Standard,5,2024-04,0.16
ORD-12181,2025-08-16,2025-08-19,Ishaan Khan,Small Business,Central,Electronics,Smartphone,1,0.1,42759.0,3420.72,Standard,3,2025-08,0.08
ORD-12182,2025-09-12,2025-09-16,Aditya Iyer,Consumer,West,Clothing,Formal Shirt,5,0.05,3410.5,784.42,Express,4,2025-09,0.23
ORD-12183,2025-03-13,2025-03-17,Ananya Verma,Consumer,West,Beauty,Trimmer,5,0.1,7186.5,1293.57,Standard,4,2025-03,0.18
ORD-12184,2024-08-17,2024-08-22,Aarav Kapoor,Corporate,North,Furniture,Sofa,2,0.15,37979.7,4557.56,Standard,5,2024-08,0.12
ORD-12185,2025-09-07,2025-09-11,Arjun Singh,Consumer,East,Furniture,Bookshelf,3,0.1,25488.0,3568.32,Express,4,2025-09,0.14
ORD-12186,2024-03-22,2024-03-29,Rohan Malhotra,Consumer,Central,Furniture,Bookshelf,2,0.05,30113.1,4818.1,Standard,7,2024-03,0.16
ORD-12187,2024-06-11,2024-06-15,Rahul Singh,Consumer,Central,Clothing,Jacket,2,0.05,6152.2,1415.01,Standard,4,2024-06,0.23
ORD-12188,2024-09-20,2024-09-27,Arjun Verma,Consumer,North,Groceries,Rice Pack,2,0.0,608.0,48.64,Express,7,2024-09,0.08
ORD-12189,2025-10-21,2025-10-27,Meera Singh,Consumer,West,Clothing,Jeans,2,0.1,2943.0,618.03,Same Day,6,2025-10,0.21
ORD-12190,2024-12-26,2024-12-31,Tanvi Reddy,Corporate,West,Furniture,Bed Frame,4,0.15,38525.4,4623.05,Express,5,2024-12,0.12
ORD-12191,2024-12-13,2024-12-14,Rahul Patel,Consumer,North,Clothing,Sneakers,5,0.0,12040.0,3010.0,Standard,1,2024-12,0.25
ORD-12192,2025-01-29,2025-02-05,Rahul Nair,Corporate,North,Electronics,Headphones,4,0.0,66332.0,7959.84,Standard,7,2025-01,0.12
ORD-12193,2025-02-22,2025-03-01,Sneha Verma,Small Business,East,Clothing,Formal Shirt,1,0.15,1417.8,269.38,Standard,7,2025-02,0.19
ORD-12194,2025-07-25,2025-07-31,Kavya Das,Small Business,East,Electronics,Smartwatch,1,0.15,50173.8,3010.43,Same Day,6,2025-07,0.06
ORD-12195,2025-09-29,2025-10-04,Sneha Joshi,Consumer,West,Electronics,Tablet,4,0.0,209492.0,25139.04,Standard,5,2025-09,0.12
ORD-12196,2024-02-16,2024-02-18,Meera Gupta,Small Business,North,Electronics,Smartphone,4,0.0,79940.0,9592.8,Standard,2,2024-02,0.12
ORD-12197,2025-11-11,2025-11-15,Priya Khan,Consumer,Central,Furniture,Office Chair,3,0.0,55875.0,10057.5,Standard,4,2025-11,0.18
ORD-12198,2025-12-11,2025-12-12,Arjun Iyer,Consumer,South,Groceries,Rice Pack,4,0.05,2618.2,157.09,Standard,1,2025-12,0.06
ORD-12199,2025-11-01,2025-11-03,Kavya Khan,Consumer,Central,Electronics,Laptop,5,0.0,180225.0,21627.0,Standard,2,2025-11,0.12
ORD-12200,2025-06-08,2025-06-09,Ananya Gupta,Consumer,North,Electronics,Laptop,4,0.0,202388.0,24286.56,Standard,1,2025-06,0.12
ORD-12201,2025-05-12,2025-05-14,Neha Verma,Small Business,West,Groceries,Beverages,3,0.0,543.0,43.44,Standard,2,2025-05,0.08
ORD-12202,2024-11-16,2024-11-23,Vivaan Sharma,Corporate,East,Beauty,Skincare Kit,2,0.1,666.0,119.88,Standard,7,2024-11,0.18
ORD-12203,2025-08-10,2025-08-13,Rahul Singh,Small Business,South,Clothing,Sneakers,5,0.15,13872.0,2635.68,Standard,3,2025-08,0.19
ORD-12204,2024-03-28,2024-04-04,Kabir Verma,Consumer,West,Clothing,T-Shirt,3,0.0,1914.0,478.5,Standard,7,2024-03,0.25
ORD-12205,2025-03-25,2025-03-28,Kabir Singh,Consumer,North,Groceries,Snacks Combo,4,0.05,459.8,27.59,Standard,3,2025-03,0.06
ORD-12206,2024-07-18,2024-07-21,Om Mehta,Consumer,East,Furniture,Sofa,5,0.0,17680.0,3182.4,Standard,3,2024-07,0.18
ORD-12207,2025-07-07,2025-07-13,Sneha Khan,Consumer,South,Electronics,Laptop,1,0.1,8210.7,656.86,Standard,6,2025-07,0.08
ORD-12208,2024-03-21,2024-03-24,Kavya Patel,Small Business,West,Groceries,Snacks Combo,4,0.1,1292.4,51.7,Standard,3,2024-03,0.04
ORD-12209,2024-12-08,2024-12-14,Zara Nair,Consumer,North,Clothing,T-Shirt,1,0.15,3269.95,621.29,Standard,6,2024-12,0.19
ORD-12210,2025-04-03,2025-04-08,Aditya Joshi,Small Business,North,Beauty,Perfume,3,0.1,5975.1,1075.52,Standard,5,2025-04,0.18
ORD-12211,2025-04-11,2025-04-14,Diya Patel,Consumer,South,Beauty,Makeup Kit,2,0.1,2358.0,424.44,Express,3,2025-04,0.18
ORD-12212,2025-06-08,2025-06-13,Sneha Rao,Small Business,Central,Groceries,Rice Pack,3,0.0,3840.0,307.2,Standard,5,2025-06,0.08
ORD-12213,2025-06-29,2025-07-02,Arjun Rao,Consumer,North,Groceries,Snacks Combo,1,0.05,466.45,27.99,Same Day,3,2025-06,0.06
ORD-12214,2025-12-18,2025-12-23,Ishaan Reddy,Consumer,North,Furniture,Office Chair,4,0.2,79228.8,7922.88,Standard,5,2025-12,0.1
ORD-12215,2024-12-26,2024-12-27,Kavya Joshi,Consumer,North,Beauty,Trimmer,4,0.1,9676.8,1741.82,Same Day,1,2024-12,0.18
ORD-12216,2024-08-05,2024-08-11,Arjun Iyer,Corporate,East,Clothing,Jeans,5,0.15,10442.25,1984.03,Standard,6,2024-08,0.19
ORD-12217,2025-09-27,2025-10-01,Kabir Kapoor,Consumer,East,Groceries,Dairy Pack,3,0.15,3133.95,62.68,Standard,4,2025-09,0.02
ORD-12218,2024-12-17,2024-12-23,Tanvi Joshi,Consumer,Central,Furniture,Sofa,3,0.1,28787.4,4030.24,Standard,6,2024-12,0.14
ORD-12219,2024-08-20,2024-08-21,Priya Iyer,Corporate,West,Furniture,Bed Frame,2,0.05,3247.1,519.54,Standard,1,2024-08,0.16
ORD-12220,2025-12-05,2025-12-12,Kavya Malhotra,Consumer,South,Groceries,Snacks Combo,3,0.0,1764.0,141.12,Standard,7,2025-12,0.08
ORD-12221,2025-01-24,2025-01-30,Tanvi Malhotra,Corporate,South,Furniture,Bed Frame,1,0.1,2513.7,351.92,Standard,6,2025-01,0.14
ORD-12222,2024-02-11,2024-02-17,Ananya Malhotra,Consumer,North,Clothing,T-Shirt,1,0.0,685.0,171.25,Standard,6,2024-02,0.25
ORD-12223,2025-09-18,2025-09-24,Zara Chatterjee,Consumer,West,Electronics,Smartphone,2,0.1,37285.2,2982.82,Express,6,2025-09,0.08
ORD-12224,2024-04-17,2024-04-20,Kabir Reddy,Corporate,North,Groceries,Dairy Pack,4,0.05,1835.4,110.12,Standard,3,2024-04,0.06
ORD-12225,2024-10-27,2024-11-03,Rohan Iyer,Small Business,East,Groceries,Rice Pack,5,0.0,6660.0,532.8,Standard,7,2024-10,0.08
ORD-12226,2025-03-17,2025-03-20,Om Rao,Consumer,West,Clothing,Jacket,3,0.1,10092.6,2119.45,Standard,3,2025-03,0.21
ORD-12227,2024-03-25,2024-03-29,Saanvi Reddy,Corporate,East,Beauty,Skincare Kit,5,0.0,2505.0,551.1,Standard,4,2024-03,0.22
ORD-12228,2025-03-03,2025-03-09,Vivaan Reddy,Consumer,South,Electronics,Smartphone,3,0.15,56173.95,3370.44,Express,6,2025-03,0.06
ORD-12229,2025-10-15,2025-10-22,Kavya Gupta,Consumer,South,Electronics,Tablet,4,0.05,44729.8,4472.98,Standard,7,2025-10,0.1
ORD-12230,2025-03-17,2025-03-21,Ananya Kapoor,Consumer,South,Electronics,Headphones,1,0.15,42028.25,2521.69,Same Day,4,2025-03,0.06
ORD-12231,2024-11-24,2024-11-30,Rahul Das,Consumer,North,Furniture,Office Chair,1,0.0,20417.0,3675.06,Express,6,2024-11,0.18
ORD-12232,2024-10-16,2024-10-18,Priya Reddy,Consumer,West,Electronics,Tablet,3,0.1,14021.1,1121.69,Same Day,2,2024-10,0.08
ORD-12233,2024-01-01,2024-01-02,Rahul Nair,Consumer,North,Electronics,Smartwatch,1,0.0,27419.0,3290.28,Standard,1,2024-01,0.12
ORD-12234,2024-09-26,2024-10-03,Vivaan Nair,Consumer,West,Clothing,Jeans,4,0.2,8620.8,1465.54,Standard,7,2024-09,0.17
ORD-12235,2024-09-08,2024-09-12,Aarav Singh,Corporate,Central,Beauty,Perfume,5,0.0,11450.0,2519.0,Standard,4,2024-09,0.22
ORD-12236,2024-03-24,2024-03-27,Ananya Joshi,Consumer,North,Furniture,Bookshelf,4,0.0,95576.0,17203.68,Standard,3,2024-03,0.18
ORD-12237,2024-09-26,2024-10-03,Saanvi Nair,Consumer,South,Groceries,Dairy Pack,5,0.25,4320.0,-86.4,Standard,7,2024-09,-0.02
ORD-12238,2024-12-06,2024-12-11,Vihaan Mehta,Corporate,West,Groceries,Dairy Pack,3,0.0,4086.0,326.88,Standard,5,2024-12,0.08
ORD-12239,2024-04-29,2024-05-04,Ishaan Singh,Consumer,South,Electronics,Smartphone,2,0.0,83600.0,10032.0,Express,5,2024-04,0.12
ORD-12240,2024-11-11,2024-11-15,Meera Singh,Small Business,West,Groceries,Snacks Combo,3,0.15,887.4,17.75,Express,4,2024-11,0.02
ORD-12241,2024-04-18,2024-04-22,Kavya Sharma,Corporate,North,Beauty,Trimmer,3,0.0,4881.0,1073.82,Express,4,2024-04,0.22
ORD-12242,2024-07-12,2024-07-14,Rohan Joshi,Consumer,North,Groceries,Dairy Pack,5,0.05,608.0,36.48,Same Day,2,2024-07,0.06
ORD-12243,2025-06-08,2025-06-09,Aarav Iyer,Small Business,West,Groceries,Snacks Combo,2,0.1,855.0,34.2,Standard,1,2025-06,0.04
ORD-12244,2025-11-29,2025-12-05,Kavya Sharma,Corporate,North,Groceries,Beverages,1,0.05,678.3,40.7,Express,6,2025-11,0.06
ORD-12245,2025-11-15,2025-11-19,Kavya Singh,Consumer,West,Clothing,Jacket,2,0.0,6228.0,1557.0,Same Day,4,2025-11,0.25
ORD-12246,2025-04-28,2025-05-03,Diya Reddy,Small Business,Central,Electronics,Laptop,2,0.25,79872.0,1597.44,Express,5,2025-04,0.02
ORD-12247,2024-01-05,2024-01-10,Rahul Reddy,Corporate,East,Groceries,Rice Pack,1,0.0,1080.0,86.4,Express,5,2024-01,0.08
ORD-12248,2025-10-13,2025-10-18,Zara Rao,Small Business,West,Clothing,T-Shirt,4,0.15,8642.8,1642.13,Standard,5,2025-10,0.19
ORD-12249,2024-09-17,2024-09-20,Tanvi Reddy,Corporate,West,Furniture,Office Chair,3,0.0,27315.0,4916.7,Standard,3,2024-09,0.18
ORD-12250,2025-12-23,2025-12-30,Zara Kapoor,Corporate,North,Clothing,T-Shirt,5,0.1,9234.0,1939.14,Standard,7,2025-12,0.21
ORD-12251,2024-06-28,2024-06-29,Diya Verma,Consumer,North,Furniture,Study Table,5,0.2,54396.0,5439.6,Express,1,2024-06,0.1
ORD-12252,2025-05-01,2025-05-04,Kavya Patel,Corporate,East,Clothing,Formal Shirt,2,0.0,2142.0,535.5,Same Day,3,2025-05,0.25
ORD-12253,2025-01-31,2025-02-02,Aarav Joshi,Small Business,South,Groceries,Cooking Oil,1,0.1,504.0,20.16,Standard,2,2025-01,0.04
ORD-12254,2024-04-27,2024-05-02,Aarav Iyer,Corporate,South,Beauty,Perfume,2,0.05,3587.2,717.44,Standard,5,2024-04,0.2
ORD-12255,2025-07-02,2025-07-08,Kavya Rao,Corporate,East,Electronics,Tablet,2,0.05,99736.7,9973.67,Express,6,2025-07,0.1
ORD-12256,2025-05-17,2025-05-24,Om Reddy,Consumer,South,Groceries,Dairy Pack,3,0.05,1131.45,67.89,Standard,7,2025-05,0.06
ORD-12257,2024-10-30,2024-11-06,Ishaan Chatterjee,Consumer,South,Groceries,Rice Pack,1,0.0,987.0,78.96,Standard,7,2024-10,0.08
ORD-12258,2025-10-12,2025-10-17,Sneha Singh,Small Business,Central,Furniture,Study Table,4,0.05,35940.4,5750.46,Standard,5,2025-10,0.16
ORD-12259,2024-11-02,2024-11-05,Aditya Patel,Consumer,Central,Electronics,Laptop,4,0.1,118616.4,9489.31,Express,3,2024-11,0.08
ORD-12260,2025-06-07,2025-06-10,Om Singh,Corporate,East,Electronics,Smartwatch,2,0.05,102619.0,10261.9,Standard,3,2025-06,0.1
ORD-12261,2024-10-31,2024-11-05,Vihaan Malhotra,Consumer,Central,Electronics,Headphones,1,0.0,19007.0,2280.84,Standard,5,2024-10,0.12
ORD-12262,2024-03-22,2024-03-24,Priya Rao,Consumer,North,Groceries,Snacks Combo,5,0.0,1700.0,136.0,Standard,2,2024-03,0.08
ORD-12263,2024-05-02,2024-05-08,Priya Iyer,Corporate,South,Electronics,Laptop,2,0.2,47440.0,1897.6,Standard,6,2024-05,0.04
ORD-12264,2024-06-27,2024-06-30,Om Reddy,Corporate,West,Beauty,Trimmer,1,0.0,1920.0,422.4,Same Day,3,2024-06,0.22
ORD-12265,2025-02-02,2025-02-07,Kavya Patel,Consumer,South,Clothing,Jeans,5,0.0,19450.0,4862.5,Express,5,2025-02,0.25
ORD-12266,2025-05-11,2025-05-13,Neha Das,Corporate,North,Furniture,Sofa,1,0.0,11140.0,2005.2,Express,2,2025-05,0.18
ORD-12267,2025-01-28,2025-01-29,Om Nair,Corporate,West,Furniture,Bed Frame,3,0.05,24692.4,3950.78,Standard,1,2025-01,0.16
ORD-12268,2025-09-26,2025-10-02,Tanvi Chatterjee,Small Business,South,Groceries,Beverages,3,0.1,3105.0,124.2,Standard,6,2025-09,0.04
ORD-12269,2024-10-11,2024-10-18,Ishaan Malhotra,Corporate,North,Furniture,Sofa,5,0.0,111510.0,20071.8,Express,7,2024-10,0.18
ORD-12270,2025-06-27,2025-07-03,Aarav Das,Small Business,East,Furniture,Office Chair,3,0.0,45615.0,8210.7,Express,6,2025-06,0.18
ORD-12271,2024-10-04,2024-10-08,Aarav Nair,Consumer,East,Clothing,Sneakers,2,0.0,4198.0,1049.5,Standard,4,2024-10,0.25
ORD-12272,2025-04-17,2025-04-22,Tanvi Gupta,Consumer,Central,Beauty,Perfume,2,0.05,5587.9,1117.58,Express,5,2025-04,0.2
ORD-12273,2024-11-04,2024-11-10,Ishaan Iyer,Small Business,West,Beauty,Trimmer,1,0.1,1290.6,232.31,Express,6,2024-11,0.18
ORD-12274,2025-08-27,2025-08-30,Saanvi Verma,Corporate,North,Beauty,Hair Dryer,2,0.2,2804.8,392.67,Express,3,2025-08,0.14
ORD-12275,2025-02-16,2025-02-18,Priya Iyer,Consumer,South,Clothing,Jeans,5,0.0,16405.0,4101.25,Standard,2,2025-02,0.25
ORD-12276,2024-02-02,2024-02-07,Vivaan Patel,Small Business,West,Beauty,Perfume,5,0.15,9571.0,1531.36,Standard,5,2024-02,0.16
ORD-12277,2025-11-18,2025-11-20,Arjun Chatterjee,Corporate,Central,Beauty,Skincare Kit,1,0.2,626.4,87.7,Standard,2,2025-11,0.14
ORD-12278,2024-03-10,2024-03-14,Priya Reddy,Corporate,South,Beauty,Perfume,1,0.0,2850.0,627.0,Standard,4,2024-03,0.22
ORD-12279,2024-07-21,2024-07-23,Neha Singh,Consumer,East,Furniture,Sofa,5,0.1,100030.5,14004.27,Standard,2,2024-07,0.14
ORD-12280,2025-10-13,2025-10-18,Ishaan Singh,Consumer,South,Beauty,Hair Dryer,5,0.25,5823.75,698.85,Standard,5,2025-10,0.12
ORD-12281,2024-07-12,2024-07-19,Diya Verma,Small Business,North,Groceries,Rice Pack,2,0.25,2100.0,-42.0,Express,7,2024-07,-0.02
ORD-12282,2025-05-31,2025-06-05,Meera Das,Consumer,North,Furniture,Office Chair,5,0.1,13995.0,1959.3,Standard,5,2025-05,0.14
ORD-12283,2024-10-08,2024-10-14,Aditya Malhotra,Consumer,Central,Furniture,Bookshelf,2,0.0,19140.0,3445.2,Standard,6,2024-10,0.18
ORD-12284,2024-08-25,2024-08-29,Kavya Rao,Corporate,East,Groceries,Dairy Pack,2,0.1,1481.4,59.26,Standard,4,2024-08,0.04
ORD-12285,2025-11-24,2025-11-28,Aditya Khan,Consumer,South,Beauty,Hair Dryer,1,0.05,2038.7,407.74,Standard,4,2025-11,0.2
ORD-12286,2024-03-18,2024-03-22,Sneha Nair,Consumer,West,Beauty,Skincare Kit,1,0.0,2709.0,595.98,Express,4,2024-03,0.22
ORD-12287,2024-12-24,2024-12-31,Vihaan Chatterjee,Consumer,West,Beauty,Skincare Kit,2,0.05,697.3,139.46,Standard,7,2024-12,0.2
ORD-12288,2024-11-05,2024-11-12,Ananya Kapoor,Corporate,South,Furniture,Sofa,3,0.0,56244.0,10123.92,Same Day,7,2024-11,0.18
ORD-12289,2024-04-01,2024-04-05,Priya Chatterjee,Consumer,West,Furniture,Sofa,2,0.05,10136.5,1621.84,Same Day,4,2024-04,0.16
ORD-12290,2024-04-28,2024-05-05,Kavya Mehta,Corporate,Central,Furniture,Bed Frame,2,0.15,27650.5,3318.06,Express,7,2024-04,0.12
ORD-12291,2025-05-31,2025-06-02,Rahul Das,Consumer,South,Beauty,Hair Dryer,4,0.0,11496.0,2529.12,Standard,2,2025-05,0.22
ORD-12292,2025-09-14,2025-09-19,Zara Reddy,Corporate,East,Electronics,Smartwatch,5,0.05,190802.75,19080.27,Same Day,5,2025-09,0.1
ORD-12293,2025-07-17,2025-07-21,Ananya Patel,Consumer,South,Clothing,T-Shirt,3,0.15,7063.5,1342.06,Same Day,4,2025-07,0.19
ORD-12294,2025-04-16,2025-04-22,Kavya Gupta,Corporate,North,Groceries,Rice Pack,2,0.05,2268.6,136.12,Standard,6,2025-04,0.06
ORD-12295,2024-05-17,2024-05-23,Vivaan Kapoor,Corporate,South,Electronics,Headphones,4,0.0,75420.0,9050.4,Express,6,2024-05,0.12
ORD-12296,2024-04-11,2024-04-13,Kavya Chatterjee,Consumer,Central,Groceries,Snacks Combo,3,0.05,1912.35,114.74,Standard,2,2024-04,0.06
ORD-12297,2024-06-06,2024-06-07,Meera Joshi,Consumer,North,Clothing,Jacket,3,0.15,4197.3,797.49,Standard,1,2024-06,0.19
ORD-12298,2025-10-11,2025-10-13,Rohan Joshi,Small Business,North,Groceries,Cooking Oil,3,0.0,2553.0,204.24,Express,2,2025-10,0.08
ORD-12299,2024-12-23,2024-12-30,Priya Sharma,Corporate,Central,Furniture,Study Table,2,0.05,17945.5,2871.28,Standard,7,2024-12,0.16
ORD-12300,2025-03-26,2025-03-31,Priya Verma,Consumer,West,Clothing,T-Shirt,4,0.1,13831.2,2904.55,Same Day,5,2025-03,0.21
ORD-12301,2025-08-10,2025-08-11,Kavya Patel,Consumer,East,Electronics,Laptop,4,0.15,135197.6,8111.86,Standard,1,2025-08,0.06
ORD-12302,2024-07-26,2024-07-31,Neha Patel,Small Business,Central,Clothing,Formal Shirt,5,0.05,15741.5,3620.54,Standard,5,2024-07,0.23
ORD-12303,2024-04-17,2024-04-23,Meera Sharma,Corporate,Central,Groceries,Rice Pack,2,0.15,180.2,3.6,Standard,6,2024-04,0.02
ORD-12304,2024-09-17,2024-09-19,Meera Rao,Consumer,Central,Beauty,Skincare Kit,3,0.15,2634.15,421.46,Express,2,2024-09,0.16
ORD-12305,2025-01-29,2025-02-05,Arjun Reddy,Small Business,North,Furniture,Sofa,1,0.15,13631.45,1635.77,Same Day,7,2025-01,0.12
ORD-12306,2024-06-29,2024-07-06,Vihaan Iyer,Consumer,Central,Furniture,Office Chair,2,0.05,34984.7,5597.55,Standard,7,2024-06,0.16
ORD-12307,2025-07-17,2025-07-18,Ishaan Singh,Small Business,West,Beauty,Skincare Kit,1,0.0,2505.0,551.1,Standard,1,2025-07,0.22
ORD-12308,2025-01-03,2025-01-06,Ananya Iyer,Consumer,Central,Furniture,Sofa,1,0.1,22275.9,3118.63,Standard,3,2025-01,0.14
ORD-12309,2024-03-04,2024-03-10,Vihaan Rao,Consumer,Central,Clothing,T-Shirt,2,0.15,3502.0,665.38,Standard,6,2024-03,0.19
ORD-12310,2025-02-06,2025-02-10,Vivaan Khan,Consumer,West,Groceries,Rice Pack,1,0.05,944.3,56.66,Standard,4,2025-02,0.06
ORD-12311,2025-07-25,2025-07-29,Rahul Iyer,Consumer,East,Electronics,Smartwatch,2,0.0,106202.0,12744.24,Standard,4,2025-07,0.12
ORD-12312,2024-09-22,2024-09-28,Diya Kapoor,Corporate,North,Groceries,Dairy Pack,1,0.0,1377.0,110.16,Same Day,6,2024-09,0.08
ORD-12313,2024-06-05,2024-06-11,Om Mehta,Consumer,Central,Furniture,Sofa,4,0.2,49849.6,4984.96,Same Day,6,2024-06,0.1
ORD-12314,2024-07-25,2024-07-26,Ishaan Kapoor,Consumer,East,Beauty,Makeup Kit,5,0.0,13645.0,3001.9,Express,1,2024-07,0.22
ORD-12315,2025-05-12,2025-05-13,Rohan Iyer,Corporate,South,Furniture,Study Table,3,0.0,23703.0,4266.54,Standard,1,2025-05,0.18
ORD-12316,2025-05-06,2025-05-10,Meera Sharma,Consumer,West,Beauty,Perfume,5,0.0,6640.0,1460.8,Express,4,2025-05,0.22
ORD-12317,2024-01-11,2024-01-15,Meera Verma,Consumer,East,Beauty,Hair Dryer,3,0.0,5955.0,1310.1,Express,4,2024-01,0.22
ORD-12318,2024-02-05,2024-02-11,Priya Das,Consumer,North,Beauty,Makeup Kit,4,0.0,2608.0,573.76,Standard,6,2024-02,0.22
ORD-12319,2025-07-30,2025-08-03,Neha Kapoor,Consumer,West,Beauty,Perfume,3,0.0,2721.0,598.62,Standard,4,2025-07,0.22
ORD-12320,2025-09-15,2025-09-16,Kabir Khan,Consumer,Central,Electronics,Tablet,4,0.05,42301.6,4230.16,Standard,1,2025-09,0.1
ORD-12321,2024-01-19,2024-01-20,Vihaan Malhotra,Consumer,South,Furniture,Bookshelf,4,0.1,74790.0,10470.6,Standard,1,2024-01,0.14
ORD-12322,2024-03-08,2024-03-11,Arjun Iyer,Small Business,Central,Clothing,T-Shirt,3,0.2,3182.4,541.01,Standard,3,2024-03,0.17
ORD-12323,2025-01-21,2025-01-26,Kabir Gupta,Corporate,Central,Groceries,Cooking Oil,4,0.0,596.0,47.68,Standard,5,2025-01,0.08
ORD-12324,2024-08-17,2024-08-21,Saanvi Nair,Consumer,South,Clothing,T-Shirt,3,0.05,10493.7,2413.55,Standard,4,2024-08,0.23
ORD-12325,2024-11-09,2024-11-10,Om Kapoor,Consumer,North,Electronics,Laptop,4,0.1,73101.6,5848.13,Standard,1,2024-11,0.08
ORD-12326,2025-02-10,2025-02-15,Meera Nair,Consumer,West,Groceries,Dairy Pack,1,0.0,1226.0,98.08,Standard,5,2025-02,0.08
ORD-12327,2025-11-25,2025-11-27,Om Kapoor,Corporate,West,Clothing,Jeans,1,0.15,1296.25,246.29,Same Day,2,2025-11,0.19
ORD-12328,2025-09-03,2025-09-07,Rohan Joshi,Consumer,West,Groceries,Beverages,5,0.1,2430.0,97.2,Express,4,2025-09,0.04
ORD-12329,2024-10-01,2024-10-07,Rohan Sharma,Small Business,East,Electronics,Smartwatch,5,0.2,179932.0,7197.28,Express,6,2024-10,0.04
ORD-12330,2025-09-07,2025-09-08,Ananya Sharma,Consumer,Central,Electronics,Smartphone,5,0.1,165793.5,13263.48,Standard,1,2025-09,0.08
ORD-12331,2024-08-27,2024-08-28,Neha Reddy,Consumer,Central,Groceries,Cooking Oil,3,0.1,2092.5,83.7,Express,1,2024-08,0.04
ORD-12332,2024-08-07,2024-08-12,Meera Joshi,Consumer,West,Groceries,Beverages,5,0.0,5875.0,470.0,Same Day,5,2024-08,0.08
ORD-12333,2025-06-22,2025-06-27,Saanvi Malhotra,Consumer,South,Groceries,Dairy Pack,3,0.05,2103.3,126.2,Standard,5,2025-06,0.06
ORD-12334,2024-11-14,2024-11-21,Rohan Das,Consumer,North,Groceries,Rice Pack,2,0.1,327.6,13.1,Standard,7,2024-11,0.04
ORD-12335,2024-03-05,2024-03-10,Rohan Gupta,Corporate,East,Groceries,Cooking Oil,4,0.0,1340.0,107.2,Standard,5,2024-03,0.08
ORD-12336,2025-03-18,2025-03-20,Neha Patel,Small Business,East,Groceries,Beverages,4,0.2,2825.6,0.0,Same Day,2,2025-03,0.0
ORD-12337,2024-06-02,2024-06-04,Diya Das,Corporate,North,Beauty,Perfume,5,0.0,14435.0,3175.7,Standard,2,2024-06,0.22
ORD-12338,2025-04-25,2025-05-01,Rohan Kapoor,Consumer,South,Groceries,Rice Pack,5,0.1,2569.5,102.78,Standard,6,2025-04,0.04
ORD-12339,2024-11-19,2024-11-26,Vivaan Chatterjee,Consumer,Central,Clothing,Formal Shirt,5,0.05,9428.75,2168.61,Same Day,7,2024-11,0.23
ORD-12340,2024-11-07,2024-11-11,Zara Khan,Consumer,North,Beauty,Makeup Kit,3,0.1,5732.1,1031.78,Standard,4,2024-11,0.18
ORD-12341,2024-09-25,2024-09-27,Zara Joshi,Consumer,West,Groceries,Snacks Combo,2,0.15,572.9,11.46,Standard,2,2024-09,0.02
ORD-12342,2024-02-28,2024-03-05,Arjun Das,Consumer,South,Clothing,Sneakers,4,0.1,7146.0,1500.66,Standard,6,2024-02,0.21
ORD-12343,2024-02-24,2024-02-29,Ananya Gupta,Consumer,North,Electronics,Smartwatch,5,0.1,40878.0,3270.24,Standard,5,2024-02,0.08
ORD-12344,2025-08-22,2025-08-29,Aditya Chatterjee,Consumer,North,Clothing,Formal Shirt,5,0.0,19280.0,4820.0,Same Day,7,2025-08,0.25
ORD-12345,2024-07-07,2024-07-11,Arjun Joshi,Consumer,South,Clothing,Jacket,1,0.15,1938.0,368.22,Same Day,4,2024-07,0.19
ORD-12346,2025-02-18,2025-02-20,Rohan Malhotra,Consumer,East,Furniture,Bed Frame,2,0.05,28133.3,4501.33,Standard,2,2025-02,0.16
ORD-12347,2025-04-17,2025-04-21,Ishaan Joshi,Consumer,West,Beauty,Skincare Kit,1,0.05,993.7,198.74,Standard,4,2025-04,0.2
ORD-12348,2024-10-16,2024-10-23,Aarav Gupta,Consumer,North,Groceries,Snacks Combo,2,0.15,2315.4,46.31,Standard,7,2024-10,0.02
ORD-12349,2024-01-07,2024-01-13,Vivaan Verma,Small Business,West,Clothing,Sneakers,4,0.1,2160.0,453.6,Standard,6,2024-01,0.21
